accession,organism_name,organism_tidy_name,country,isolation_source,genome_size,cell_type,temp_cat,classic,hybrid,unorthodox,h_pt,his_ka,che_a,ntr_c,prr_a,omp_r,nar_l,cy_c_c,lyt_tr,spo0a,yes_n,che_b,rpf_g,che_v,rsb_u,ami_r_nas_r,ple_d_vie_a,ple_d,vie_a,cit_t,che_y,csr_a,ycb_b,pil_b,lys_r,ars_r,frz_z,sarp,mer_r,bet_r,alp_a,hxl_r,xre,che_c,trx_b,lmb_e,wca_a,pgl_z,vie_b,hal_x,icl_r,unclassified
GCA_009996455.1,Microcystis aeruginosa F13-15,Microcystis_aeruginosa_F13_15,USA: Washtenaw County; MI,Ford Lake,5435224,single,cold-freezing,12,6,0,1,2,1,0,0,8,5,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_009996485.1,Microcystis aeruginosa BS13-02,Microcystis_aeruginosa_BS13_02,USA: Allegan County; MI,Baseline Lake,4624404,single,cold-freezing,15,5,0,2,2,1,0,0,9,4,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GCA_009996525.1,Microcystis aeruginosa BK11-02,Microcystis_aeruginosa_BK11_02,USA: Barry County; MI,Baker Lake,4923799,single,temperate,12,6,0,2,2,1,0,0,7,5,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GCA_009996535.1,Microcystis aeruginosa BS11-05,Microcystis_aeruginosa_BS11_05,USA: Allegan County; MI,Baseline Lake,4924915,single,cold-freezing,12,6,0,2,2,1,0,0,7,5,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GCF_010222815.1,Synechocystis sp. CACIAM 05,Synechocystis_sp__CACIAM_05,Brazil: Belem,freshwater lake,3580992,single,temperate,26,11,4,1,1,3,0,0,9,7,0,0,0,1,0,2,0,0,0,1,3,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
GCA_010671905.1,Leptolyngbya sp. SIOISBB,Leptolyngbya_sp__SIOISBB,Indonesia,marine benthic turfs,8337038,filament,temperate,59,30,2,1,3,2,0,0,18,9,4,0,0,1,1,0,0,2,0,4,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
GCA_010671925.1,Moorena sp. SIOASIH,Moorena_sp__SIOASIH,American Samoa,marine benthic turfs,9938825,filament,temperate,43,44,1,2,0,8,0,0,14,8,2,0,0,0,2,0,0,2,0,3,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
GCA_010672085.1,Okeania sp. SIO3I5,Okeania_sp__SIO3I5,Panama: Portobelo,marine benthic turfs,10545295,filament,temperate,67,45,9,2,1,4,0,0,11,5,5,0,0,0,2,0,0,2,0,7,8,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
GCA_010672105.1,Moorena sp. SIO3F7,Moorena_sp__SIO3F7,Papua New Guinea: Hoia Bay,marine benthic turfs,8521894,filament,temperate,46,31,1,3,0,5,0,0,14,10,2,0,0,0,1,0,0,2,0,3,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
GCA_010672165.1,Spirulina sp. SIO3F2,Spirulina_sp__SIO3F2,American Samoa,marine benthic turfs,7298690,filament,temperate,121,62,1,1,4,4,0,0,17,10,2,0,0,0,2,0,0,2,0,5,3,0,0,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
GCA_010672205.1,Moorena sp. SIO3A5,Moorena_sp__SIO3A5,Curacao: Netherland Anthilles,marine benthic turfs,8318518,filament,temperate,39,25,1,2,0,6,0,0,13,7,3,0,0,0,1,0,0,2,0,3,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
GCA_010672265.1,Moorena sp. SIO3A2,Moorena_sp__SIO3A2,Northern Mariana Islands: Saipan,marine benthic turfs,8376638,filament,temperate,41,25,1,1,0,6,0,0,13,7,2,0,0,0,1,0,0,2,0,3,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
GCA_010672295.1,Okeania sp. SIO2G4,Okeania_sp__SIO2G4,Palmyra Atoll,marine benthic turfs,8393698,filament,temperate,37,13,4,2,6,2,0,0,10,7,3,0,0,0,0,0,0,2,0,3,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
GCA_010672425.1,Symploca sp. SIO2E6,Symploca_sp__SIO2E6,Papua New Guinea: Hoia Bay,marine benthic turfs,8963760,filament,temperate,43,33,0,3,3,5,0,0,14,6,9,0,0,0,0,0,0,2,0,0,2,0,0,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
GCA_010672525.1,Okeania sp. SIO2B3,Okeania_sp__SIO2B3,Panama: Boco del Toro,marine benthic turfs,10005084,filament,temperate,63,43,8,1,3,2,0,0,13,7,6,0,0,0,0,0,0,2,0,6,7,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
GCA_010672585.1,Okeania sp. SIO1I7,Okeania_sp__SIO1I7,Curacao: Netherland Anthilles,marine benthic turfs,9479399,filament,temperate,62,46,9,1,4,2,0,0,11,6,7,0,0,0,0,0,0,2,0,6,7,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
GCA_010672685.1,Okeania sp. SIO1H2,Okeania_sp__SIO1H2,Panama: Boco del Toro,marine benthic turfs,8376780,filament,temperate,38,17,4,2,3,2,0,0,12,7,2,0,0,0,0,0,0,2,0,2,2,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
GCA_010672695.1,Okeania sp. SIO1H4,Okeania_sp__SIO1H4,Panama: Boco del Toro,marine benthic turfs,8344149,filament,temperate,35,18,4,2,3,2,0,0,12,7,2,0,0,0,0,0,0,2,0,2,2,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
GCA_010672745.1,Okeania sp. SIO1F9,Okeania_sp__SIO1F9,USA: Puerto Rico,marine benthic turfs,8343580,filament,temperate,33,17,4,2,4,2,0,0,12,7,3,0,0,0,0,0,0,2,0,3,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
GCA_010672755.1,Moorena sp. SIO1F2,Moorena_sp__SIO1F2,American Samoa,marine benthic turfs,7118633,filament,temperate,34,12,1,2,0,4,0,0,13,8,3,0,0,0,1,0,1,2,0,3,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
GCA_010672785.1,Sphaerospermopsis sp. SIO1G1,Sphaerospermopsis_sp__SIO1G1,USA: Puerto Rico,marine benthic turfs,5187854,filament,temperate,37,18,1,2,1,3,0,0,10,5,0,0,0,0,0,0,0,2,0,2,3,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
GCA_010672795.1,Moorena sp. SIO1G6,Moorena_sp__SIO1G6,USA: Puerto Rico,marine benthic turfs,8303279,filament,temperate,40,23,1,1,1,6,0,0,15,7,3,0,0,0,1,0,0,2,0,3,1,0,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
GCA_010672865.1,Kamptonema sp. SIO1D9,Kamptonema_sp__SIO1D9,China,marine benthic turfs,6162206,filament,temperate,70,43,4,3,1,2,0,0,19,9,5,0,0,0,2,1,2,2,0,6,6,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
GCA_010672965.1,Oscillatoria sp. SIO1A7,Oscillatoria_sp__SIO1A7,American Samoa,marine benthic turfs,9081372,filament,temperate,74,52,8,5,4,3,0,0,12,4,4,0,0,1,1,1,0,2,0,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
GCA_010692305.1,Moorena sp. SIO4G3,Moorena_sp__SIO4G3,Guam: Apra Harbor,marine benthic turfs,9930682,filament,temperate,45,40,1,3,3,8,0,0,13,9,2,0,0,0,2,0,0,2,0,3,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
GCA_010692325.1,Moorena sp. SIO3I8,Moorena_sp__SIO3I8,Papua New Guinea: Hoia Bay,marine benthic turfs,7992293,filament,temperate,34,16,1,1,0,5,0,0,13,8,2,0,0,0,1,0,1,2,0,3,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
GCA_010692445.1,Moorena sp. SIO3E8,Moorena_sp__SIO3E8,Panama: Las Perlas,marine benthic turfs,8535497,filament,temperate,45,31,1,3,0,5,0,0,15,10,2,0,0,0,1,0,0,2,0,3,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
GCA_010692625.1,Okeania sp. SIO2C2,Okeania_sp__SIO2C2,Panama: Boco del Toro,marine benthic turfs,8888403,filament,temperate,35,17,3,2,3,2,0,0,10,6,1,0,0,0,0,0,0,2,0,2,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
GCA_010692635.1,Symploca sp. SIO2C1,Symploca_sp__SIO2C1,Panama: Boco del Toro,marine benthic turfs,8166785,filament,temperate,56,52,0,4,2,8,0,0,17,9,8,0,0,0,1,0,0,2,0,1,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
GCA_010692645.1,Symploca sp. SIO2E9,Symploca_sp__SIO2E9,Papua New Guinea: Hoia Bay,marine benthic turfs,7745768,filament,temperate,53,30,3,1,4,7,0,0,15,9,0,0,0,0,1,0,0,2,0,1,2,0,0,37,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9
GCA_010692685.1,Okeania sp. SIO2F5,Okeania_sp__SIO2F5,Palmyra Atoll,marine benthic turfs,8413035,filament,temperate,38,13,4,2,6,2,0,0,10,7,3,0,0,0,0,0,0,2,0,3,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
GCF_011365345.1,Synechococcus sp. HB1133,Synechococcus_sp__HB1133,Australia: Sydney; Freshwater Beach,coastal seawater,2378765,single,temperate,8,0,0,0,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_011390275.1,Geitlerinema sp. S16,Geitlerinema_sp__S16,China: Xiaochaidan Lake,Tibetan lacustrine sediment,4284252,filament,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCA_011390955.1,Oscillatoriales cyanobacterium,Oscillatoriales_cyanobacterium,China: Tataling River,Tibetan lacustrine sediment,7119540,filament,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCA_011391125.1,Synechococcales cyanobacterium S06,Synechococcales_cyanobacterium_S06,China: Tataling River,Tibetan lacustrine sediment,4814433,single,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCA_011524395.1,Moorena sp. SS36440bin_2,Moorena_sp__SS36440bin_2,Australia: Great Barrier Reef; Magnetic Island; Geoffrey Bay,coral reef macroalgae biofilm,7749996,filament,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCA_012030745.1,Oscillatoriales cyanobacterium SM2_3_0,Oscillatoriales_cyanobacterium_SM2_3_0,South Africa: Schoenmakerskop,Stromatolite,5114543,filament,temperate,35,15,1,1,2,2,0,0,15,4,1,0,0,0,0,0,0,2,0,3,3,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
GCA_012030825.1,Pleurocapsa sp. SU_5_0,Pleurocapsa_sp__SU_5_0,South Africa: Schoenmakerskop,Stromatolite,5166204,single,temperate,42,14,1,2,3,6,0,0,17,8,0,0,0,0,1,1,0,2,0,4,2,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13
GCA_012031265.1,Spirulinaceae cyanobacterium SM2_1_0,Spirulinaceae_cyanobacterium_SM2_1_0,South Africa: Schoenmakerskop,Stromatolite,5028328,filament,temperate,54,30,2,4,1,3,0,0,13,8,2,0,0,0,1,1,0,2,0,5,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
GCA_012031965.1,Scytonema sp. RU_4_4,Scytonema_sp__RU_4_4,South Africa: Cape Recife,Stromatolite,7329063,filament,temperate,54,31,0,2,2,5,0,0,21,13,0,0,0,1,1,1,0,1,0,0,1,1,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,11
GCA_012032345.1,Leptolyngbyaceae cyanobacterium RM1_1_2,Leptolyngbyaceae_cyanobacterium_RM1_1_2,South Africa: Cape Recife,Stromatolite,4875230,filament,temperate,42,21,0,2,1,2,0,0,13,10,4,0,0,1,0,0,0,2,0,3,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
GCA_012032385.1,Richelia sp. RM1_1_1,Richelia_sp__RM1_1_1,South Africa: Cape Recife,Stromatolite,9611769,filament,temperate,56,28,3,0,2,4,0,0,16,15,0,0,0,3,0,1,0,2,0,1,2,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
GCA_012033205.1,Richelia sp. SL_2_1,Richelia_sp__SL_2_1,South Africa: Schoenmakerskop,Stromatolite,7552247,filament,temperate,48,25,2,1,3,3,0,0,16,11,0,0,0,3,0,1,0,2,0,1,2,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
GCA_012033335.1,Oscillatoriales cyanobacterium RM2_1_1,Oscillatoriales_cyanobacterium_RM2_1_1,South Africa: Cape Recife,Stromatolite,5179519,filament,temperate,39,16,0,1,2,2,0,0,14,5,0,0,0,0,0,0,0,2,0,3,4,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
GCA_012034135.1,Hydrococcus sp. CRU_1_1,Hydrococcus_sp__CRU_1_1,South Africa: Cape Recife,Stromatolite,6270348,single,temperate,48,13,1,3,5,5,0,0,18,12,0,0,0,1,1,1,1,2,0,2,2,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
GCA_012034595.1,Calothrix sp. CSU_2_0,Calothrix_sp__CSU_2_0,South Africa: Schoenmakerskop,Stromatolite,7437768,filament,temperate,52,29,0,1,2,3,0,0,16,17,0,0,0,0,0,1,0,2,0,1,2,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
GCA_012034765.1,Hyellaceae cyanobacterium CSU_1_1,Hyellaceae_cyanobacterium_CSU_1_1,South Africa: Schoenmakerskop,Stromatolite,4614202,single,temperate,36,13,0,1,2,7,0,0,17,9,0,0,0,0,1,1,0,2,0,4,2,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
GCA_012103655.1,Synechococcus sp. s2_metabat2_7,Synechococcus_sp__s2_metabat2_7,New Zealand: South Island; Marlborough; Capsize Point,marine sponge,2465303,single,temperate,8,1,0,0,1,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_012295525.1,Oxynema aestuarii AP17,Oxynema_aestuarii_AP17,India: Sundarbans,mangrove intertidal soil surface,6357750,single,temperate,85,47,8,2,2,6,0,0,15,7,2,0,0,0,3,1,0,2,0,6,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
GCF_012911975.1,Nodosilinea sp. P-1105,Nodosilinea_sp__P_1105,Russia: Altai region; Klyuchevskoi district; Severka village; Cock Soda lake,Cock Soda lake; Kulunda Steppe,6012553,filament,temperate,35,20,0,0,1,3,0,0,17,7,2,0,0,1,0,0,0,1,0,1,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
GCF_012933585.1,Prochlorococcus sp. P1361,Prochlorococcus_sp__P1361,Pacific Ocean: Station ALOHA; 100 km north of Oahu; HI; USA,base of a wide chlorophyll maximum feature; near the base of the euphotic zone,2512699,single,temperate,5,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_012933595.1,Prochlorococcus sp.P1363,Prochlorococcus_sp_P1363,Pacific Ocean: Station ALOHA; 100 km north of Oahu; HI; USA,base of a wide chlorophyll maximum feature; near the base of the euphotic zone,2558254,single,temperate,5,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_012933605.1,Prochlorococcus sp. P1344,Prochlorococcus_sp__P1344,Pacific Ocean: Station ALOHA; 100 km north of Oahu; HI; USA,base of a wide chlorophyll maximum feature; near the base of the euphotic zone,2472965,single,temperate,5,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_013133755.1,Synechococcus sp. MIT S9220,Synechococcus_sp__MIT_S9220,Pacific Ocean: Equatorial Pacific,non-axenic culture originally inoculated with ocean water,2406645,single,temperate,7,0,0,0,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_013214565.1,Richelia sp.,Richelia_sp_,Pacific Ocean: North Pacific Gyre; Station ALOHA,ocean water from marine abyssalpelagic zone,4618895,filament,cold-freezing,23,9,0,1,3,2,0,0,9,8,0,0,0,0,0,1,0,1,0,1,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
GCA_013297675.1,Synechococcales cyanobacterium bin59.metabat.ball.084,Synechococcales_cyanobacterium_bin59_metabat_ball_084,New Zealand: Wai-iti river; Nelson,freshwater Microcoleus biofilm,4638660,single,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCA_013299165.1,Microcoleus sp. bin38.metabat.b11b12b14.051,Microcoleus_sp__bin38_metabat_b11b12b14_051,New Zealand: Wai-iti river; Nelson,freshwater Microcoleus biofilm,7065190,filament,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCA_013299185.1,Microcoleus sp. bin48.metabat.b7b8b9.023,Microcoleus_sp__bin48_metabat_b7b8b9_023,New Zealand: Wai-iti river; Nelson,freshwater Microcoleus biofilm,7515898,filament,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCA_013388695.1,Fischerella sp.,Fischerella_sp_,Canada: Liard River,hot spring sediment,5997683,filament,temperate,52,28,1,1,2,7,0,0,16,8,0,0,0,2,1,1,0,2,0,1,4,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
GCF_014217855.1,Synechococcus sp. HK01-R,Synechococcus_sp__HK01_R,Hong Kong,seawater,2479254,single,temperate,12,0,0,0,1,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_014217875.1,Synechococcus sp. LTW-R,Synechococcus_sp__LTW_R,Hong Kong,seawater,2415533,single,temperate,5,0,0,0,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_014224335.1,Synechococcus sp. BSF8S,Synechococcus_sp__BSF8S,Bulgaria: Black Sea,marine water,2884859,single,temperate,10,0,0,0,1,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_014224355.1,Synechococcus sp. BSA11S,Synechococcus_sp__BSA11S,Bulgaria: Black Sea,marine water,2883234,single,temperate,10,0,0,0,1,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_014250495.1,Limnospira indica BM01,Limnospira_indica_BM01,Tanzania: Arusha National Park; Big Momela Lake,saline lake water,6228153,filament,temperate,39,29,5,1,2,2,0,0,16,6,3,0,0,0,2,0,0,2,0,3,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GCF_014279535.1,Synechococcus sp. TAK9802,Synechococcus_sp__TAK9802,Pacific Ocean,marine environment,2190394,single,temperate,5,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_014279555.1,Synechococcus sp. SYN20,Synechococcus_sp__SYN20,North Sea,marine environment,2728628,single,temperate,11,0,0,0,1,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_014279575.1,Synechococcus sp. RS9915,Synechococcus_sp__RS9915,Indian Ocean,marine environment,2417983,single,temperate,6,0,0,0,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_014279595.1,Synechococcus sp. RS9909,Synechococcus_sp__RS9909,Indian Ocean,marine environment,2603169,single,temperate,13,0,0,0,1,0,0,0,8,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_014279615.1,Synechococcus sp. RS9907,Synechococcus_sp__RS9907,Indian Ocean,marine environment,2581635,single,temperate,8,0,0,0,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_014279635.1,Synechococcus sp. RS9902,Synechococcus_sp__RS9902,Indian Ocean,marine environment,2481217,single,temperate,7,0,0,0,1,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_014279655.1,Synechococcus sp. ROS8604,Synechococcus_sp__ROS8604,Atlantic Ocean,marine environment,2876904,single,temperate,8,0,0,0,1,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_014279755.1,Synechococcus sp. PROS-U-1,Synechococcus_sp__PROS_U_1,Atlantic Ocean,marine environment,2576003,single,temperate,9,0,0,0,1,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_014279775.1,Synechococcus sp. PROS-9-1,Synechococcus_sp__PROS_9_1,Mediterranean Sea,marine environment,2273940,single,temperate,6,0,0,0,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_014279795.1,Synechococcus sp. PROS-7-1,Synechococcus_sp__PROS_7_1,Mediterranean Sea,marine environment,2565218,single,temperate,12,1,0,0,1,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_014279815.1,Synechococcus sp. NOUM97013,Synechococcus_sp__NOUM97013,Pacific Ocean,marine environment,2552712,single,temperate,11,1,0,0,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_014279835.1,Synechococcus sp. MVIR-18-1,Synechococcus_sp__MVIR_18_1,North Sea,marine environment,2451974,single,temperate,7,0,0,0,1,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_014279855.1,Synechococcus sp. Minos11,Synechococcus_sp__Minos11,Mediterranean Sea,marine environment,2284343,single,temperate,8,0,0,0,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_014279875.1,Synechococcus sp. MEDNS5,Synechococcus_sp__MEDNS5,Mediterranean Sea,marine environment,2435869,single,temperate,10,1,0,0,1,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_014279895.1,Synechococcus sp. M16.1,Synechococcus_sp__M16_1,Atlantic Ocean,marine environment,2112236,single,temperate,4,0,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_014279915.1,Synechococcus sp. BOUM118,Synechococcus_sp__BOUM118,Mediterranean Sea,marine environment,2326334,single,temperate,5,0,0,0,2,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
